Description,,Summary Amt.,
8/25/2025,UBER *TRIP HELP.U 08/22 PURCHASE XXXXX28996 CA,-32.98,"1,030.11"
8/25/2025,EL SOMBRERO MEXIC 08/22 PURCHASE GAINESVILLE GA,-48.3,981.81
8/25/2025,BP#7698079ANDYS B 08/22 PURCHASE GAINESVILLE GA,-18.77,963.04
8/25/2025,UBER *TRIP 08/22 PURCHASE XXXXX61039 CA,-30.95,932.09
8/25/2025,UBER *TRIP HELP.U 08/22 PURCHASE XXXXX28996 CA,-6.6,925.49
8/25/2025,PROGRESSIVE *INSU 08/22 PURCHASE XXXXX64737 OH,-265.2,660.29
8/25/2025,UBER *TRIP HELP.U 08/23 PURCHASE XXXXX28996 CA,-9,651.29
8/25/2025,TRACTOR SUPPLY 08/23 PURCHASE GAINESVILLE GA,-1.75,649.54
8/25/2025,TRACTOR SUPPLY 08/23 PURCHASE GAINESVILLE GA,-4.81,644.73
8/25/2025,WM SUPERCENTER 08/23 PURCHASE CLEVELAND GA,-117.44,527.29
8/25/2025,WM SUPERCENTER 08/23 PURCHASE CLEVELAND GA,-16.98,510.31
8/25/2025,WAL-MART #4616 08/23 PURCHASE CLEVELAND GA,-119.72,390.59
8/25/2025,EXXON KOUNTRY KUP 08/23 PURCHASE CLEVELAND GA,-20.02,370.57
8/25/2025,EXXON KOUNTRY KUP 08/23 PURCHASE CLEVELAND GA,-20.77,349.8
8/25/2025,EAST HALL FOOD MA 08/23 PURCHASE GAINESVILLE GA,-11.76,338.04
8/25/2025,TRACTOR SUPPLY 08/24 PURCHASE GAINESVILLE GA,-1.75,336.29
8/25/2025,TRACTOR SUPPLY 08/24 PURCHASE GAINESVILLE GA,-1.75,334.54
8/25/2025,TRACTOR SUPPLY 08/24 PURCHASE GAINESVILLE GA,-1.75,332.79
8/25/2025,BP#8136079CLIPPER 08/24 PURCHASE GAINESVILLE GA,-19.92,312.87
8/25/2025,TRACTOR SUPPLY 08/25 PURCHASE GAINESVILLE GA,-1.75,311.12
8/25/2025,"Zelle payment to Kids iPhone for burger king""; Conf# tch1zwaxz""",-20,291.12
8/26/2025,BP#8136079CLIPPER 08/25 PURCHASE GAINESVILLE GA,-3.98,287.14
8/26/2025,FOCUS AND FRAMES 08/25 PURCHASE OAKWOOD GA,-262,25.14
8/26/2025,RABBITTOWN PACKAG 08/25 PURCHASE GAINESVILLE GA,-19.25,5.89
8/27/2025,TRACTOR SUPPLY 08/27 PURCHASE GAINESVILLE GA,-1.75,4.14
8/28/2025,DailyPay 08/28 PMNT RCVD New York NY,96.51,100.65
8/28/2025,DailyPay 08/28 PMNT RCVD New York NY,72.99,173.64
8/28/2025,BP#7698079ANDYS B 08/27 PURCHASE GAINESVILLE GA,-26.26,147.38
8/28/2025,BP#7698079ANDY 08/27 PURCHASE GAINESVILLE GA,-25,122.38
8/28/2025,AUTOZONE 4996 08/28 PURCHASE GAINESVILLE GA,-21.38,101
8/29/2025,KROGER #682 08/28 PURCHASE GAINESVILLE GA,-50.7,50.3
8/29/2025,KROGER #682 08/28 PURCHASE GAINESVILLE GA,-16.96,33.34
